year,stateFIPS,countyFIPS,PPCSTOT,TOTALEXP,TCURSPND
2014,40,40019.0,71921,84750,75138
2014,40,40021.0,98810,68514,64286
2014,40,40023.0,53280,23429,22730
2014,40,40025.0,40303,5739,5340
2014,40,40027.0,44137,407447,317123
2014,40,40029.0,35191,13227,12908
2014,40,40031.0,81613,200255,168744
2014,40,40033.0,26384,9965,8687
2014,40,40035.0,48151,25760,24454
2014,40,40037.0,108001,106718,99947
2014,40,40039.0,47266,51588,44785
2014,40,40041.0,83957,56656,54577
2014,40,40043.0,59678,13180,12472
2014,40,40045.0,57184,15021,12233
2014,40,40047.0,75485,101464,86400
2014,40,40049.0,64240,46323,43173
2014,40,40051.0,88951,73424,66531
2014,40,40053.0,37218,10254,9543
2014,40,40055.0,17407,8290,8202
2014,40,40057.0,8829,5107,4847
2014,40,40059.0,19798,7957,7645
2014,40,40061.0,43734,19978,19230
2014,40,40063.0,46604,22115,20119
2014,40,40065.0,52831,40266,38163
2014,40,40067.0,39009,11661,10963
2014,40,40069.0,63088,16991,16598
2014,40,40071.0,54209,73125,69210
2014,40,40073.0,50745,34954,29132
2014,40,40075.0,37004,15729,14442
2014,40,40077.0,36059,14160,13107
2014,40,40079.0,143996,82353,79140
2014,40,40081.0,68479,47025,42433
2014,40,40083.0,35569,38452,35629
2014,40,40085.0,34066,15143,14044
2014,40,40087.0,53670,59727,50476
2014,40,40089.0,112925,59717,56339
2014,40,40091.0,53101,32139,28385
2014,40,40093.0,27525,11724,11014
2014,40,40095.0,15893,26546,23721
2014,40,40097.0,69609,65132,58200
2014,40,40099.0,14253,18555,18118
2014,40,40101.0,80350,116600,103772
2014,40,40103.0,45643,20599,18515
2014,40,40105.0,23552,16215,15280
2014,40,40107.0,49086,33837,32644
2014,40,40109.0,112549,1152347,957850
2014,40,40111.0,72988,60417,54583
2014,40,40113.0,106597,36574,34716
2014,40,40115.0,58071,50183,47504
2014,40,40117.0,23980,21608,20171
2014,40,40119.0,54665,102216,87841
2014,40,40121.0,124716,70009,66873
2014,40,40123.0,56492,61051,58621
2014,40,40125.0,104498,104504,97355
2014,40,40127.0,71939,21864,20878
2014,40,40129.0,31535,8619,7200
2014,40,40131.0,66894,118644,104661
2014,40,40133.0,88357,46960,43559
2014,40,40135.0,104263,69115,66404
2014,40,40137.0,60356,68707,62255
2014,40,40139.0,96913,39478,37312
2014,40,40141.0,42545,17594,15174
2014,40,40143.0,101827,1076566,919673
2014,40,40145.0,29585,51549,45660
2014,40,40147.0,31221,67452,64635
2014,40,40149.0,34413,20141,18869
2014,40,40151.0,38296,15245,14569
2014,40,40153.0,44153,33483,31506
