,idcode,itemcode,amount,year,flag,stateFIPS,countyFIPS
835451,26409560300000,E50,3513,2012,I,29.0,29189.0
835458,26409560400000,E50,800,2012,I,29.0,29189.0
835472,26409580100000,E50,53882,2012,I,29.0,29189.0
835520,26409600100000,E50,79743,2012,R,29.0,29510.0
835954,26409870100000,E50,1268,2012,R,29.0,29195.0
835972,26409880300000,E50,112,2012,R,29.0,29195.0
836007,26409960100000,E50,149,2012,R,29.0,29197.0
836075,26410060100000,E50,61,2012,R,29.0,29199.0
836247,26410160100000,E50,132,2012,R,29.0,29201.0
836262,26410170100000,E50,606,2012,R,29.0,29201.0
836268,26410180100000,E50,49,2012,R,29.0,29201.0
836276,26410180200000,E50,484,2012,R,29.0,29201.0
836511,26410480100000,E50,218,2012,R,29.0,29207.0
836519,26410480200000,E50,164,2012,R,29.0,29207.0
836527,26410480300000,E50,461,2012,I,29.0,29207.0
836818,26410780100000,E50,135,2012,R,29.0,29213.0
836873,26410860100000,E50,189,2012,I,29.0,29215.0
836990,26410960100000,E50,835,2012,R,29.0,29217.0
837121,26411180100000,E50,267,2012,R,29.0,29221.0
837328,26411520100000,E50,106,2012,I,29.0,29229.0
837353,26411560100000,E50,124,2012,I,29.0,29229.0
837359,26411560200000,E50,1384,2012,I,29.0,29229.0
461437,37000000000000,E50,165750,2014,R,40.0,
461789,37100700700000,E50,305,2014,I,40.0,40013.0
461935,37101201200000,E50,47,2014,R,40.0,40023.0
461968,37101301300000,E50,10,2014,I,40.0,40025.0
462181,37102002000000,E50,71,2014,R,40.0,40039.0
462372,37102702700000,E50,6,2014,I,40.0,40053.0
462507,37103203200000,E50,229,2014,I,40.0,40063.0
463527,37106706700000,E50,15,2014,I,40.0,40133.0
463576,37106906900000,E50,88,2014,I,40.0,40137.0
463683,37107207200000,E50,2693,2014,R,40.0,40143.0
463777,37107407400000,E50,71,2014,R,40.0,40147.0
463955,37200500200000,E50,1098,2014,R,40.0,40009.0
464024,37200700700000,E50,402,2014,R,40.0,40013.0
464087,37200900200000,E50,349,2014,R,40.0,40017.0
464353,37201400200000,E50,14500,2014,R,40.0,40027.0
464414,37201400400000,E50,1477,2014,R,40.0,40027.0
464494,37201600800000,E50,926,2014,I,40.0,40031.0
464569,37201900900000,E50,502,2014,R,40.0,40037.0
464634,37202000300000,E50,831,2014,R,40.0,40039.0
464700,37202100200000,E50,351,2014,R,40.0,40041.0
464754,37202300400000,E50,17,2014,R,40.0,40045.0
464815,37202400500000,E50,8585,2014,R,40.0,40047.0
464944,37202600200000,E50,392,2014,R,40.0,40051.0
465070,37203600100000,E50,465,2014,R,40.0,40071.0
465335,37204400300000,E50,32,2014,R,40.0,40087.0
465638,37205500400000,E50,265,2014,R,40.0,40109.0
465705,37205501300000,E50,8600,2014,R,40.0,40109.0
465777,37205501500000,E50,30396,2014,R,40.0,40109.0
465866,37205800400000,E50,24,2014,R,40.0,40115.0
466065,37206101000000,E50,268,2014,R,40.0,40121.0
466124,37206200100000,E50,397,2014,R,40.0,40123.0
466247,37206600300000,E50,620,2014,R,40.0,40131.0
466384,37206900200000,E50,739,2014,R,40.0,40137.0
466449,37207000200000,E50,361,2014,I,40.0,40139.0
466555,37207200200000,E50,61,2014,R,40.0,40143.0
466717,37207200600000,E50,1135,2014,R,40.0,40143.0
466778,37207200700000,E50,403,2014,R,40.0,40143.0
466850,37207201000000,E50,8814,2014,R,40.0,40143.0
466978,37207300600000,E50,99,2014,R,40.0,40145.0
467036,37207400100000,E50,1104,2014,R,40.0,40147.0
467156,37400360100000,E50,346,2014,R,40.0,40005.0
467165,37400360200000,E50,13299,2014,R,40.0,40005.0
467189,37400560200000,E50,1745,2014,I,40.0,40009.0
467216,37400860400000,E50,2067,2014,R,40.0,40015.0
467224,37400880100000,E50,337,2014,R,40.0,40015.0
467270,37401460100000,E50,7077,2014,R,40.0,40027.0
467279,37401460200000,E50,1485,2014,I,40.0,40027.0
467339,37402580300000,E50,109,2014,R,40.0,40049.0
467448,37405160200000,E50,5839,2014,R,40.0,40101.0
467490,37405580100000,E50,49175,2014,R,40.0,40109.0
467511,37406020100000,E50,630,2014,R,40.0,40119.0
467538,37406180300000,E50,1695,2014,I,40.0,40121.0
467550,37406360300000,E50,2950,2014,R,40.0,40125.0
467622,37406760300000,E50,2218,2014,I,40.0,40133.0
467631,37406780100000,E50,855,2014,R,40.0,40133.0
467666,37407280200000,E50,51656,2014,R,40.0,40143.0
464335,37000000000000,E50,172309,2013,R,40.0,
464558,37100700700000,E50,257,2013,I,40.0,40013.0
464775,37101601600000,E50,59,2013,R,40.0,40031.0
464852,37102002000000,E50,37,2013,R,40.0,40039.0
465308,37104804800000,E50,19,2013,I,40.0,40095.0
465808,37106706700000,E50,13,2013,I,40.0,40133.0
465858,37106906900000,E50,74,2013,R,40.0,40137.0
465976,37107207200000,E50,2497,2013,R,40.0,40143.0
466070,37107407400000,E50,64,2013,I,40.0,40147.0
466282,37200700700000,E50,343,2013,R,40.0,40013.0
466504,37201000100000,E50,250,2013,I,40.0,40019.0
466624,37201400200000,E50,411,2013,R,40.0,40027.0
466685,37201400400000,E50,1263,2013,R,40.0,40027.0
466747,37201500300000,E50,229,2013,I,40.0,40029.0
466792,37201600800000,E50,886,2013,R,40.0,40031.0
466894,37201900900000,E50,482,2013,R,40.0,40037.0
467047,37202400500000,E50,2576,2013,R,40.0,40047.0
467128,37203300100000,E50,280,2013,I,40.0,40065.0
467498,37204480200000,E50,61,2013,R,40.0,40087.0
467690,37205100600000,E50,695,2013,R,40.0,40101.0
467804,37205500400000,E50,458,2013,R,40.0,40109.0
467867,37205501300000,E50,3826,2013,R,40.0,40109.0
467932,37205501500000,E50,31910,2013,R,40.0,40109.0
468025,37205600700000,E50,391,2013,R,40.0,40111.0
468083,37205800400000,E50,120,2013,R,40.0,40115.0
468141,37206000100000,E50,2,2013,R,40.0,40119.0
468278,37206101000000,E50,243,2013,R,40.0,40121.0
468334,37206200100000,E50,343,2013,I,40.0,40123.0
468393,37206300700000,E50,432,2013,R,40.0,40125.0
468568,37206700500000,E50,38,2013,R,40.0,40133.0
468626,37206700600000,E50,771,2013,R,40.0,40133.0
468886,37207000200000,E50,351,2013,R,40.0,40139.0
468996,37207200200000,E50,66,2013,R,40.0,40143.0
469102,37207200600000,E50,483,2013,R,40.0,40143.0
469161,37207200700000,E50,187,2013,R,40.0,40143.0
469314,37207400100000,E50,784,2013,R,40.0,40147.0
469436,37400560200000,E50,1839,2013,I,40.0,40009.0
469452,37400818200000,E50,895,2013,R,40.0,40015.0
469460,37400860300000,E50,175,2013,I,40.0,40015.0
469466,37400880200000,E50,473,2013,I,40.0,40015.0
469502,37401460100000,E50,7135,2013,I,40.0,40027.0
469510,37401460200000,E50,1565,2013,R,40.0,40027.0
469542,37401980100000,E50,887,2013,R,40.0,40037.0
469586,37402280100000,E50,55,2013,I,40.0,40043.0
469672,37404580100000,E50,1650,2013,R,40.0,40089.0
469726,37405160200000,E50,6564,2013,R,40.0,40101.0
469751,37405580100000,E50,54136,2013,R,40.0,40109.0
469783,37405817100000,E50,105,2013,I,40.0,40115.0
469801,37405880300000,E50,1936,2013,R,40.0,40115.0
469826,37406020100000,E50,4420,2013,R,40.0,40119.0
469867,37406180400000,E50,1601,2013,R,40.0,40121.0
469875,37406360100000,E50,224,2013,R,40.0,40125.0
469881,37406360300000,E50,5415,2013,R,40.0,40125.0
469918,37406560100000,E50,88,2013,I,40.0,40129.0
469973,37406720100000,E50,801,2013,R,40.0,40133.0
470024,37407280200000,E50,50703,2013,R,40.0,40143.0
1206027,37000000000000,E50,174273,2012,R,40.0,
1206354,37100700700000,E50,260,2012,R,40.0,40013.0
1206531,37101201200000,E50,107,2012,R,40.0,40023.0
1206568,37101301300000,E50,8,2012,I,40.0,40025.0
1206675,37101601600000,E50,27,2012,I,40.0,40031.0
1206807,37102002000000,E50,60,2012,R,40.0,40039.0
1207158,37103203200000,E50,190,2012,R,40.0,40063.0
1207580,37104604600000,E50,164,2012,R,40.0,40091.0
1207654,37104804800000,E50,19,2012,I,40.0,40095.0
1207926,37105605600000,E50,48,2012,R,40.0,40111.0
1208146,37106306300000,E50,200,2012,R,40.0,40125.0
1208278,37106706700000,E50,13,2012,R,40.0,40133.0
1208316,37106806800000,E50,110,2012,R,40.0,40135.0
1208467,37107207200000,E50,4536,2012,R,40.0,40143.0
1208561,37107407400000,E50,65,2012,R,40.0,40147.0
1209805,37200700700000,E50,334,2012,R,40.0,40013.0
1210111,37200800600000,E50,32,2012,R,40.0,40015.0
1210200,37200800900000,E50,3,2012,R,40.0,40015.0
1210609,37201000100000,E50,217,2012,I,40.0,40019.0
1210699,37201000300000,E50,4,2012,I,40.0,40019.0
1211228,37201400200000,E50,396,2012,R,40.0,40027.0
1211336,37201400400000,E50,1489,2012,R,40.0,40027.0
1211455,37201500300000,E50,224,2012,R,40.0,40029.0
1211722,37201600800000,E50,1055,2012,R,40.0,40031.0
1211803,37201680100000,E50,122,2012,R,40.0,40031.0
1212391,37201900900000,E50,773,2012,R,40.0,40037.0
1213041,37202200500000,E50,44,2012,R,40.0,40043.0
1213228,37202300400000,E50,19,2012,R,40.0,40045.0
1213359,37202400500000,E50,810,2012,R,40.0,40047.0
1213672,37202500200000,E50,192,2012,R,40.0,40049.0
1213984,37202600200000,E50,292,2012,R,40.0,40051.0
1214323,37202700500000,E50,253,2012,I,40.0,40053.0
1214648,37202900200000,E50,16,2012,R,40.0,40057.0
1215155,37203300100000,E50,427,2012,I,40.0,40065.0
1215217,37203300200000,E50,4,2012,R,40.0,40065.0
1215649,37203500600000,E50,180,2012,R,40.0,40069.0
1215719,37203600100000,E50,268,2012,R,40.0,40071.0
1215895,37203600700000,E50,396,2012,R,40.0,40071.0
1216238,37203800300000,E50,11,2012,R,40.0,40075.0
1216554,37204000400000,E50,52,2012,I,40.0,40079.0
1217799,37204400500000,E50,258,2012,R,40.0,40087.0
1217898,37204480200000,E50,199,2012,R,40.0,40087.0
1218489,37204800100000,E50,2,2012,I,40.0,40095.0
1219167,37205100600000,E50,863,2012,R,40.0,40101.0
1219865,37205500200000,E50,22,2012,R,40.0,40109.0
1219971,37205500400000,E50,427,2012,R,40.0,40109.0
1220136,37205501300000,E50,4255,2012,R,40.0,40109.0
1220251,37205501500000,E50,29208,2012,R,40.0,40109.0
1220714,37205600700000,E50,434,2012,R,40.0,40111.0
1221226,37205800400000,E50,196,2012,R,40.0,40115.0
1221609,37206000100000,E50,478,2012,R,40.0,40119.0
1222217,37206200100000,E50,331,2012,R,40.0,40123.0
1222516,37206300700000,E50,709,2012,R,40.0,40125.0
1222610,37206300900000,E50,1,2012,I,40.0,40125.0
1222939,37206600300000,E50,1187,2012,R,40.0,40131.0
1223152,37206700200000,E50,25,2012,R,40.0,40133.0
1223816,37207000200000,E50,345,2012,R,40.0,40139.0
1224141,37207200200000,E50,70,2012,R,40.0,40143.0
1224347,37207200600000,E50,470,2012,R,40.0,40143.0
1224407,37207200700000,E50,187,2012,R,40.0,40143.0
1224462,37207200800000,E50,105,2012,R,40.0,40143.0
1224869,37207400100000,E50,867,2012,R,40.0,40147.0
1224954,37207400300000,E50,114,2012,I,40.0,40147.0
1225207,37207500500000,E50,11,2012,R,40.0,40149.0
1225355,37207600100000,E50,597,2012,R,40.0,40151.0
1225453,37207600600000,E50,26,2012,I,40.0,40151.0
1225489,37207700100000,E50,1,2012,R,40.0,40153.0
1225576,37207700600000,E50,131,2012,R,40.0,40153.0
1225676,37400170100000,E50,421,2012,I,40.0,40001.0
1225747,37400360100000,E50,391,2012,R,40.0,40005.0
1225758,37400360200000,E50,11446,2012,R,40.0,40005.0
1225865,37400560200000,E50,1869,2012,I,40.0,40009.0
1225876,37400580100000,E50,524,2012,R,40.0,40009.0
1225884,37400580200000,E50,161,2012,R,40.0,40009.0
1225914,37400680200000,E50,95,2012,R,40.0,40011.0
1225919,37400680300000,E50,161,2012,R,40.0,40011.0
1225995,37400818200000,E50,723,2012,I,40.0,40015.0
1226020,37400860200000,E50,75,2012,I,40.0,40015.0
1226027,37400860300000,E50,178,2012,I,40.0,40015.0
1226033,37400860400000,E50,2260,2012,I,40.0,40015.0
1226039,37400880100000,E50,408,2012,R,40.0,40015.0
1226048,37400880200000,E50,481,2012,I,40.0,40015.0
1226060,37400880300000,E50,3058,2012,I,40.0,40015.0
1226069,37400880400000,E50,96,2012,R,40.0,40015.0
1226076,37400880500000,E50,5196,2012,R,40.0,40015.0
1226101,37400890200000,E50,161,2012,R,40.0,40015.0
1226212,37401117100000,E50,153,2012,I,40.0,40021.0
1226363,37401280100000,E50,671,2012,R,40.0,40023.0
1226369,37401290100000,E50,30,2012,I,40.0,40023.0
1226441,37401460100000,E50,7250,2012,R,40.0,40027.0
1226449,37401460200000,E50,1434,2012,R,40.0,40027.0
1226502,37401580100000,E50,350,2012,I,40.0,40029.0
1226529,37401680100000,E50,102,2012,I,40.0,40031.0
1226535,37401680200000,E50,350,2012,I,40.0,40031.0
1226543,37401680300000,E50,1278,2012,R,40.0,40031.0
1226551,37401680400000,E50,75,2012,R,40.0,40031.0
1226603,37401780100000,E50,659,2012,I,40.0,40033.0
1226609,37401780200000,E50,78,2012,I,40.0,40033.0
1226716,37401980100000,E50,875,2012,R,40.0,40037.0
1226724,37401980200000,E50,642,2012,R,40.0,40037.0
1226734,37401980300000,E50,37,2012,I,40.0,40037.0
1226954,37402280100000,E50,56,2012,I,40.0,40043.0
1227084,37402530100000,E50,27,2012,I,40.0,40049.0
1227097,37402580200000,E50,653,2012,I,40.0,40049.0
1227103,37402580300000,E50,3396,2012,I,40.0,40049.0
1227185,37402680100000,E50,111,2012,R,40.0,40051.0
1227193,37402680200000,E50,1874,2012,I,40.0,40051.0
1227225,37402780400000,E50,29,2012,I,40.0,40053.0
1227245,37402880100000,E50,96,2012,I,40.0,40055.0
1227253,37402890100000,E50,53,2012,R,40.0,40055.0
1227337,37403160100000,E50,81,2012,R,40.0,40061.0
1227342,37403160200000,E50,258,2012,R,40.0,40061.0
1227348,37403180100000,E50,143,2012,I,40.0,40061.0
1227354,37403190300000,E50,111,2012,I,40.0,40061.0
1227420,37403280100000,E50,286,2012,R,40.0,40063.0
1227428,37403280200000,E50,227,2012,R,40.0,40063.0
1227494,37403330100000,E50,173,2012,I,40.0,40065.0
1227508,37403460200000,E50,3058,2012,I,40.0,40067.0
1227543,37403480200000,E50,150,2012,R,40.0,40067.0
1227553,37403480400000,E50,49,2012,R,40.0,40067.0
1227590,37403580100000,E50,108,2012,R,40.0,40069.0
1227609,37403620100000,E50,4,2012,I,40.0,40071.0
1227629,37403660100000,E50,1154,2012,I,40.0,40071.0
1227638,37403661600000,E50,331,2012,R,40.0,40071.0
1227662,37403680300000,E50,122,2012,R,40.0,40071.0
1227719,37403820100000,E50,176,2012,I,40.0,40075.0
1227733,37403860100000,E50,60,2012,R,40.0,40075.0
1227743,37403860200000,E50,77,2012,I,40.0,40075.0
1227760,37403880200000,E50,138,2012,I,40.0,40075.0
1227768,37403880300000,E50,317,2012,I,40.0,40075.0
1227773,37403880400000,E50,243,2012,I,40.0,40075.0
1227807,37403980100000,E50,166,2012,R,40.0,40077.0
1227888,37404080200000,E50,89,2012,R,40.0,40079.0
1227895,37404080400000,E50,137,2012,R,40.0,40079.0
1227899,37404080500000,E50,5,2012,I,40.0,40079.0
1227978,37404160200000,E50,504,2012,I,40.0,40081.0
1227994,37404180300000,E50,136,2012,R,40.0,40081.0
1228003,37404180400000,E50,183,2012,R,40.0,40081.0
1228054,37404260200000,E50,651,2012,I,40.0,40083.0
1228062,37404280100000,E50,224,2012,I,40.0,40083.0
1228202,37404560300000,E50,48,2012,I,40.0,40089.0
1228233,37404580100000,E50,1797,2012,R,40.0,40089.0
1228239,37404580200000,E50,789,2012,R,40.0,40089.0
1228383,37404880100000,E50,129,2012,I,40.0,40095.0
1228390,37404880200000,E50,50,2012,R,40.0,40095.0
1228625,37405160100000,E50,117,2012,R,40.0,40101.0
1228632,37405160200000,E50,5189,2012,R,40.0,40101.0
1228748,37405260100000,E50,926,2012,I,40.0,40103.0
1228837,37405480100000,E50,44,2012,R,40.0,40107.0
1228841,37405480200000,E50,20,2012,R,40.0,40107.0
1228915,37405530200000,E50,757,2012,R,40.0,40109.0
1228930,37405580100000,E50,51955,2012,R,40.0,40109.0
1228950,37405617100000,E50,910,2012,I,40.0,40111.0
1228988,37405660200000,E50,393,2012,I,40.0,40111.0
1229019,37405680100000,E50,198,2012,R,40.0,40111.0
1229108,37405760200000,E50,1108,2012,R,40.0,40113.0
1229168,37405817100000,E50,107,2012,I,40.0,40115.0
1229175,37405818100000,E50,87,2012,I,40.0,40115.0
1229180,37405818400000,E50,86,2012,I,40.0,40115.0
1229185,37405818700000,E50,60,2012,I,40.0,40115.0
1229245,37405860200000,E50,66,2012,R,40.0,40115.0
1229268,37405880100000,E50,68,2012,R,40.0,40115.0
1229274,37405880200000,E50,285,2012,I,40.0,40115.0
1229283,37405880300000,E50,1382,2012,R,40.0,40115.0
1229363,37405960100000,E50,525,2012,R,40.0,40117.0
1229367,37405980200000,E50,211,2012,I,40.0,40117.0
1229394,37406018700000,E50,351,2012,I,40.0,40119.0
1229403,37406018900000,E50,82,2012,R,40.0,40119.0
1229437,37406020100000,E50,3380,2012,I,40.0,40119.0
1229445,37406020200000,E50,36,2012,R,40.0,40119.0
1229451,37406060100000,E50,50,2012,I,40.0,40119.0
1229531,37406160100000,E50,662,2012,I,40.0,40121.0
1229539,37406180200000,E50,60,2012,I,40.0,40121.0
1229547,37406180300000,E50,1729,2012,R,40.0,40121.0
1229551,37406180400000,E50,1547,2012,R,40.0,40121.0
1229587,37406180900000,E50,194,2012,R,40.0,40121.0
1229618,37406240200000,E50,868,2012,R,40.0,40123.0
1229658,37406280100000,E50,1202,2012,I,40.0,40123.0
1229691,37406318400000,E50,457,2012,I,40.0,40125.0
1229702,37406320100000,E50,459,2012,R,40.0,40125.0
1229710,37406360100000,E50,235,2012,R,40.0,40125.0
1229715,37406360300000,E50,5449,2012,R,40.0,40125.0
1229759,37406460100000,E50,154,2012,R,40.0,40127.0
1229763,37406480100000,E50,172,2012,R,40.0,40127.0
1229770,37406480200000,E50,144,2012,R,40.0,40127.0
1229843,37406560100000,E50,89,2012,I,40.0,40129.0
1230037,37406720100000,E50,2243,2012,I,40.0,40133.0
1230064,37406760200000,E50,833,2012,I,40.0,40133.0
1230072,37406760300000,E50,2262,2012,R,40.0,40133.0
1230081,37406780100000,E50,936,2012,R,40.0,40133.0
1230212,37406980100000,E50,214,2012,R,40.0,40137.0
1230293,37407190200000,E50,114,2012,I,40.0,40141.0
1230374,37407280200000,E50,48385,2012,R,40.0,40143.0
1230580,37407660100000,E50,114,2012,I,40.0,40151.0
334145,28000000000000,E50,1658,2014,R,31.0,
334575,28101501500000,E50,43,2014,I,31.0,31029.0
334661,28102002000000,E50,223,2014,R,31.0,31039.0
335220,28105505500000,E50,1825,2014,R,31.0,31109.0
335718,28107707700000,E50,55,2014,R,31.0,31153.0
336084,28200100200000,E50,60,2014,R,31.0,31001.0
336173,28200200400000,E50,34,2014,R,31.0,31003.0
336278,28200700100000,E50,1009,2014,R,31.0,31013.0
336347,28201000400000,E50,1546,2014,R,31.0,31019.0
336413,28201100400000,E50,14,2014,R,31.0,31021.0
336460,28201200500000,E50,1,2014,R,31.0,31023.0
336508,28201300600000,E50,13,2014,R,31.0,31025.0
336553,28201301100000,E50,390,2014,R,31.0,31025.0
336605,28201500100000,E50,53,2014,R,31.0,31029.0
336657,28201600600000,E50,134,2014,R,31.0,31031.0
336706,28201700500000,E50,11,2014,R,31.0,31033.0
336757,28201900600000,E50,140,2014,R,31.0,31037.0
336887,28202200500000,E50,1323,2014,R,31.0,31043.0
336946,28202300100000,E50,540,2014,R,31.0,31045.0
337000,28202400400000,E50,51,2014,R,31.0,31047.0
337055,28202400500000,E50,3244,2014,R,31.0,31047.0
337143,28202700200000,E50,364,2014,R,31.0,31053.0
337209,28202800400000,E50,2193,2014,R,31.0,31055.0
337281,28202800500000,E50,468,2014,R,31.0,31055.0
337429,28203400300000,E50,603,2014,R,31.0,31067.0
337481,28203401200000,E50,27,2014,R,31.0,31067.0
337591,28204000400000,E50,2230,2014,R,31.0,31079.0
337748,28204500600000,E50,1,2014,R,31.0,31089.0
337801,28204800400000,E50,277,2014,R,31.0,31095.0
337848,28204900500000,E50,142,2014,R,31.0,31097.0
337894,28205100200000,E50,310,2014,R,31.0,31101.0
337952,28205300300000,E50,136,2014,R,31.0,31105.0
338004,28205500700000,E50,4045,2014,R,31.0,31109.0
338112,28205600500000,E50,505,2014,R,31.0,31111.0
338169,28206000100000,E50,19,2014,R,31.0,31119.0
338254,28206000500000,E50,436,2014,R,31.0,31119.0
338304,28206100100000,E50,92,2014,R,31.0,31121.0
338348,28206200100000,E50,6,2014,R,31.0,31123.0
338481,28206300300000,E50,1,2014,R,31.0,31125.0
338527,28206400100000,E50,7,2014,R,31.0,31127.0
338617,28206600500000,E50,420,2014,R,31.0,31131.0
338756,28206900400000,E50,304,2014,R,31.0,31137.0
338809,28207000500000,E50,3,2014,R,31.0,31139.0
338860,28207000600000,E50,39,2014,R,31.0,31139.0
338904,28207100100000,E50,376,2014,R,31.0,31141.0
338971,28207200400000,E50,157,2014,R,31.0,31143.0
339048,28207300500000,E50,240,2014,R,31.0,31145.0
339102,28207600100000,E50,31,2014,R,31.0,31151.0
339208,28207700100000,E50,96,2014,R,31.0,31153.0
339359,28207750100000,E50,544,2014,R,31.0,31153.0
339476,28207801300000,E50,107,2014,R,31.0,31155.0
339523,28207900100000,E50,553,2014,R,31.0,31157.0
339571,28207900600000,E50,176,2014,R,31.0,31157.0
339660,28207900900000,E50,358,2014,R,31.0,31157.0
339715,28208000800000,E50,497,2014,R,31.0,31159.0
339754,28208100300000,E50,1,2014,R,31.0,31161.0
339833,28208700400000,E50,5,2014,R,31.0,31173.0
339928,28208900200000,E50,6,2014,R,31.0,31177.0
340004,28209000400000,E50,927,2014,R,31.0,31179.0
340334,28402802600000,E50,47053,2014,R,31.0,31055.0
340487,28402866700000,E50,10269,2014,R,31.0,31055.0
340662,28405500300000,E50,21070,2014,R,31.0,31109.0
340774,28406460100000,E50,72,2014,R,31.0,31127.0
340932,28407980100000,E50,4573,2014,R,31.0,31157.0
340967,28408160300000,E50,56,2014,R,31.0,31161.0
335580,28000000000000,E50,1876,2013,R,31.0,
336629,28105405400000,E50,63,2013,R,31.0,31107.0
336681,28105505500000,E50,2112,2013,R,31.0,31109.0
336983,28107307300000,E50,277,2013,R,31.0,31145.0
337031,28107707700000,E50,508,2013,R,31.0,31153.0
337337,28109309300000,E50,8,2013,R,31.0,31185.0
337392,28200100200000,E50,771,2013,R,31.0,31001.0
337483,28200700100000,E50,431,2013,R,31.0,31013.0
337692,28201000400000,E50,1920,2013,R,31.0,31019.0
337757,28201000800000,E50,49,2013,R,31.0,31019.0
337805,28201100400000,E50,16,2013,R,31.0,31021.0
337854,28201200500000,E50,99,2013,R,31.0,31023.0
337936,28201300600000,E50,12,2013,R,31.0,31025.0
337983,28201301100000,E50,323,2013,R,31.0,31025.0
338030,28201400400000,E50,139,2013,R,31.0,31027.0
338080,28201500100000,E50,74,2013,R,31.0,31029.0
338138,28201600600000,E50,40,2013,R,31.0,31031.0
338184,28201700500000,E50,179,2013,R,31.0,31033.0
338238,28201800900000,E50,11,2013,R,31.0,31035.0
338340,28201900600000,E50,51,2013,R,31.0,31037.0
338438,28202000400000,E50,26,2013,R,31.0,31039.0
338491,28202200500000,E50,269,2013,R,31.0,31043.0
338528,28202300200000,E50,23,2013,R,31.0,31045.0
338564,28202400100000,E50,195,2013,R,31.0,31047.0
338611,28202400400000,E50,701,2013,R,31.0,31047.0
338661,28202400500000,E50,1188,2013,R,31.0,31047.0
338718,28202600900000,E50,48,2013,R,31.0,31051.0
338832,28202800400000,E50,1393,2013,R,31.0,31055.0
338906,28202800500000,E50,424,2013,R,31.0,31055.0
338936,28203000300000,E50,630,2013,R,31.0,31059.0
339030,28203400300000,E50,1494,2013,R,31.0,31067.0
339082,28203600100000,E50,129,2013,R,31.0,31071.0
339166,28204100100000,E50,373,2013,R,31.0,31081.0
339228,28204700700000,E50,193,2013,R,31.0,31093.0
339273,28204800400000,E50,59,2013,R,31.0,31095.0
339401,28205000300000,E50,292,2013,R,31.0,31099.0
339456,28205100200000,E50,423,2013,R,31.0,31101.0
339513,28205300300000,E50,151,2013,R,31.0,31105.0
339648,28205500700000,E50,5289,2013,R,31.0,31109.0
339775,28205600500000,E50,454,2013,R,31.0,31111.0
339841,28205600600000,E50,5,2013,R,31.0,31111.0
339883,28206000100000,E50,23,2013,R,31.0,31119.0
339973,28206000500000,E50,424,2013,R,31.0,31119.0
340022,28206000600000,E50,3,2013,R,31.0,31119.0
340062,28206100100000,E50,1062,2013,R,31.0,31121.0
340113,28206200100000,E50,3,2013,R,31.0,31123.0
340163,28206300300000,E50,1,2013,R,31.0,31125.0
340212,28206400100000,E50,37,2013,R,31.0,31127.0
340319,28206600500000,E50,1025,2013,R,31.0,31131.0
340433,28206900400000,E50,276,2013,R,31.0,31137.0
340491,28207000500000,E50,66,2013,R,31.0,31139.0
340542,28207000600000,E50,12,2013,R,31.0,31139.0
340595,28207100100000,E50,1155,2013,R,31.0,31141.0
340667,28207200400000,E50,105,2013,R,31.0,31143.0
340724,28207300500000,E50,345,2013,R,31.0,31145.0
340775,28207400300000,E50,462,2013,R,31.0,31147.0
340927,28207700100000,E50,32,2013,R,31.0,31153.0
341033,28207750100000,E50,1146,2013,R,31.0,31153.0
341123,28207801300000,E50,157,2013,R,31.0,31155.0
341172,28207900100000,E50,911,2013,R,31.0,31157.0
341287,28207900900000,E50,305,2013,I,31.0,31157.0
341370,28208000800000,E50,56,2013,R,31.0,31159.0
341486,28208501000000,E50,56,2013,R,31.0,31169.0
341587,28208900200000,E50,28,2013,R,31.0,31177.0
341637,28209000400000,E50,1016,2013,R,31.0,31179.0
341700,28209300900000,E50,137,2013,R,31.0,31185.0
341930,28402710300000,E50,15,2013,R,31.0,31053.0
341942,28402802600000,E50,47317,2013,R,31.0,31055.0
342158,28402866700000,E50,9650,2013,R,31.0,31055.0
342348,28405500300000,E50,21466,2013,R,31.0,31109.0
342593,28407720100000,E50,2141,2013,R,31.0,31153.0
866106,28000000000000,E50,2282,2012,R,31.0,
866735,28101501500000,E50,42,2012,R,31.0,31029.0
866818,28101701700000,E50,44,2012,R,31.0,31033.0
866908,28102002000000,E50,321,2012,R,31.0,31039.0
868112,28105405400000,E50,64,2012,R,31.0,31107.0
868162,28105505500000,E50,2829,2012,R,31.0,31109.0
868204,28105605600000,E50,252,2012,R,31.0,31111.0
868801,28107307300000,E50,39,2012,R,31.0,31145.0
868956,28107707700000,E50,5,2012,R,31.0,31153.0
869505,28109309300000,E50,33,2012,R,31.0,31185.0
869570,28200100200000,E50,25,2012,R,31.0,31001.0
869743,28200100600000,E50,1,2012,R,31.0,31001.0
869908,28200200400000,E50,2,2012,R,31.0,31003.0
870073,28200500100000,E50,3,2012,R,31.0,31009.0
870165,28200600200000,E50,6,2012,R,31.0,31011.0
870201,28200600300000,E50,10,2012,R,31.0,31011.0
870263,28200600500000,E50,51,2012,R,31.0,31011.0
870314,28200700100000,E50,324,2012,R,31.0,31013.0
870515,28200800700000,E50,13,2012,R,31.0,31015.0
870591,28200900100000,E50,114,2012,R,31.0,31017.0
870820,28201000400000,E50,1179,2012,R,31.0,31019.0
871088,28201100200000,E50,1,2012,R,31.0,31021.0
871170,28201100400000,E50,13,2012,R,31.0,31021.0
871219,28201100500000,E50,17,2012,R,31.0,31021.0
